token_,count
('estat', 'populaire'),7
('roy', 'françois'),7
('cens', 'escus'),7
('chambre', 'comptes'),7
('fonds', 'finances'),6
('estat', 'finances'),6
('escus', 'couronne'),6
('bas', 'pays'),6
('entre', 'mains'),6
('fix', 'cens'),6
('faire', 'fonds'),5
('maifon', 'roy'),5
('bien', 'souvent'),5
('cens', 'cinquante'),5
('roy', 'louis'),5
('roy', 'france'),5
('sept', 'cens'),5
('peuple', 'romain'),4
('neuf', 'cens'),4
('roy', 'charles'),4
('millions', 'cens'),4
('menu', 'peuple'),4
('domaine', 'republique'),3
('roy', 'perfe'),3
('faire', 'guerre'),3
('roy', 'henry'),3
('charges', 'ordinaires'),3
('parties', 'cafuelles'),3
('quinze', 'fols'),3
('parce', 'moyen'),3
('parle', 'moyen'),3
('empereur', 'charles'),3
('cés', 'escus'),3
('cens', 'foixante'),3
('dons', 'gratuits'),3
('roys', 'perle'),3
('vingts', 'douze'),3
('temps', 'roy'),3
('impofition', 'foraine'),3
('partie', 'reuenu'),3
('bien', 'fort'),3
('monts', 'pieté'),3
('banque', 'lyon'),3
('fols', 'fix'),3
('fix', 'deniers'),3
('foixante', 'millions'),3
('roys', 'france'),3
