token_,count
('roy', 'france'),9
('frere', 'aifné'),8
('guerres', 'civiles'),7
('droit', 'fucceflif'),6
('cas', 'pareil'),6
('fils', 'aifné'),6
('louis', 'roy'),5
('fans', 'enfans'),5
('petit', 'fils'),5
('princes', 'sang'),5
('tombe', 'chois'),4
('roys', 'droit'),4
('faire', 'roy'),4
('prince', 'estranger'),4
('ligne', 'directe'),4
('sang', 'sujets'),3
('bien', 'souvent'),3
('college', 'cardinaux'),3
('ona', 'veu'),3
('princes', 'estrangers'),3
('fans', 'efgard'),3
('marc', 'aurele'),3
('frideric', 'rr'),3
('fils', 'louis'),3
('faire', 'mourir'),3
('estats', 'pays'),3
('frere', 'puifné'),3
('maifon', 'france'),3
('bas', 'lieu'),3
('fans', 'mari'),3
('philippe', 'caftille'),3
('royaume', 'naples'),3
