token_,count
('prince', 'souverain'),23
('princes', 'souverains'),11
('menu', 'peuple'),11
('marques', 'souveraineté'),6
('prince', 'souverian'),6
('roy', 'charles'),6
('marque', 'souverianeté'),6
('faire', 'loy'),6
('marque', 'souveraineté'),5
('puissance', 'donner'),5
('droits', 'maiesté'),4
('puissance', 'faire'),4
('toute', 'republique'),4
('quelques', 'uns'),4
('auoyent', 'force'),4
('donner', 'loy'),4
('bien', 'souvent'),4
('dernier', 'reflort'),4
('roy', 'françois'),4
('monstré', 'dessus'),3
('grands', 'magistrats'),3
('estat', 'populaire'),3
('dirons', 'lieu'),3
('toute', 'puissance'),3
('fans', 'exception'),3
('conseil', 'privé'),3
('senat', 'romain'),3
('peu', 'ple'),3
('loy', 'general'),3
('traiter', 'paix'),3
('parla', 'loy'),3
('cas', 'femblable'),3
('pourle', 'regard'),3
('parle', 'roy'),3
('dernier', 'reffort'),3
