token_,count
('prince', 'souverain'),20
('loix', 'civiles'),7
('garder', 'loix'),6
('puissance', 'loix'),5
('certain', 'temps'),4
('puissance', 'abfoluë'),4
('lettres', 'patentes'),4
('roy', 'france'),4
('bien', 'certain'),4
('roy', 'charles'),4
('sujet', 'loix'),4
('puissance', 'abfolué'),3
('puissance', 'souveraine'),3
('princes', 'souverains'),3
('puissance', 'abfolue'),3
('beaucoup', 'moins'),3
('bon', 'femble'),3
('entre', 'mains'),3
('haute', 'chambre'),3
('peuple', 'romain'),3
('estats', 'peuple'),3
('confirmation', 'priuileges'),3
('puissance', 'commander'),3
('estat', 'populaire'),3
('fans', 'confentement'),3
('fans', 'iuste'),3
('iuste', 'cause'),3
