

      LIVRE ARENA 79 / 9 DE (EVX 9*1 RENONCENT á Dieut,c7
5	1	7	1	1	3	819	652	38	42	72.939194	4
5	1	7	1	1	4	883	610	153	81	95.996773	leur
5	1	7	1	1	5	1071	609	185	111	82.227142	religi
5	1	7	1	1	6	1271	643	81	43	72.803429	on
5	1	7	1	1	7	1385	543	412	179	0.000000	paon
5	1	7	1	1	8	1814	611	138	68	87.697968	tion
5	1	7	1	1	9	2005	607	236	108	78.397995	expre|
5	1	7	1	1	10	2206	600	52	114	25.273911	[|
5	1	7	1	1	11	2258	600	40	80	85.258072	le
5	1	7	1	1	12	2326	665	16	28	88.770073	1
5	1	7	1	1	13	2371	621	102	45	42.941132	pm
2	1	8	0	0	0	2379	679	47	11	-1	
3	1	8	1	0	0	2379	679	47	11	-1	
4	1	8	1	1	0	2379	679	47	11	-1	
5	1	8	1	1	1	2379	679	47	11	25.046295	e
2	1	9	0	0	0	374	735	1741	132	-1	
3	1	9	1	0	0	374	735	1741	132	-1	
4	1	9	1	1	0	374	735	1741	132	-1	
5	1	9	1	1	1	374	787	28	44	81.748917	5$
5	1	9	1	1	2	437	746	79	84	90.278458	ils
5	1	9	1	1	3	551	750	127	117	75.973457	[ont
5	1	9	1	1	4	709	738	296	124	74.653381	tran/por
5	1	9	1	1	5	1028	767	119	74	61.566299	[eX
5	1	9	1	1	6	1173	770	76	45	96.640961	en
5	1	9	1	1	7	1281	773	176	75	61.965641	COYps
5	1	9	1	1	8	1475	773	121	77	92.080124	pe
5	1	9	1	1	9	1634	771	80	40	79.369240	Les
5	1	9	1	1	10	1753	735	362	73	61.412514	Demons.
2	1	10	0	0	0	1021	1013	793	64	-1	
3	1	10	1	0	0	1021	1013	793	64	-1	
4	1	10	1	1	0	1021	1013	793	64	-1	
5	1	10	1	1	1	1021	1022	240	55	91.279884	CH
5	1	10	1	1	2	1210	1013	48	80	92.475395	À
5	1	10	1	1	3	1327	1017	71	53	92.812599	P.
5	1	10	1	1	4	1545	1016	18	49	26.845901	I
5	1	10	1	1	5	1618	1013	196	51	0.000000	TX.
5	1	10	1	1	6	1756	1009	58	76	17.060707	Le
2	1	11	0	0	0	311	1229	2173	660	-1	
3	1	11	1	0	0	311	1229	2173	658	-1	
4	1	11	1	1	0	321	1229	2157	290	-1	
5	1	11	1	1	1	321	1277	200	115	32.173218	Deis
5	1	11	1	1	2	557	1284	48	80	20.763031	a
5	1	11	1	1	3	746	1284	182	235	84.405121	m
5	1	11	1	1	4	964	1249	61	81	85.850113	A
5	1	11	1	1	5	1081	1236	726	92	85.850113	differenced'entre
5	1	11	1	1	6	1843	1229	100	86	93.290672	les
5	1	11	1	1	7	2051	1241	279	71	84.435692	Sorciers
5	1	11	1	1	8	2379	1245	99	65	80.165771	cít
4	1	11	1	2	0	311	1359	2168	187	-1	
5	1	11	1	2	1	311	1395	173	123	66.446060	«Ve
5	1	11	1	2	2	524	1385	296	161	51.647514	AE
5	1	11	1	2	3	752	1465	51	37	5.657883	VJ»
5	1	11	1	2	4	963	1378	119	79	94.331825	bie
5	1	11	1	2	5	1075	1409	60	47	59.219284	n
5	1	11	1	2	6	1166	1369	121	87	96.427177	fort
5	1	11	1	2	7	1297	1364	509	100	78.994705	differente,
5	1	11	1	2	8	1839	1374	71	71	93.242752	&
5	1	11	1	2	9	1967	1360	272	119	93.300034	qui
5	1	11	1	2	10	2228	1359	142	80	92.505325	doibt
5	1	11	1	2	11	2470	1481	9	6	90.649185	|
4	1	11	1	3	0	325	1396	2158	284	-1	
5	1	11	1	3	1	325	1520	81	138	84.759369	X
5	1	11	1	3	2	444	1529	43	119	77.759140	)
5	1	11	1	3	3	522	1528	205	152	54.912491	Wes
5	1	11	1	3	4	746	1597	45	48	85.229378	x
5	1	11	1	3	5	786	1476	140	183	76.608421	3
5	1	11	1	3	6	969	1506	136	79	96.110672	(tre
5	1	11	1	3	7	1133	1501	189	83	93.263275	bien
5	1	11	1	3	8	1354	1493	402	86	92.108200	entendue
5	1	11	1	3	9	1795	1523	207	103	96.857552	pour
5	1	11	1	3	10	2003	1457	86	114	80.772614	Ja
5	1	11	1	3	11	2124	1396	344	174	23.738983	JN
5	1	11	1	3	12	2448	1520	35	44	69.494736	©
4	1	11	1	4	0	326	1617	2154	218	-1	
5	1	11	1	4	1	326	1667	159	111	53.270607	(93
5	1	11	1	4	2	456	1655	169	180	51.480709	JU
5	1	11	1	4	3	656	1630	274	162	35.540451	AA
5	1	11	1	4	4	965	1634	555	116	65.525391	desiugemens
5	1	11	1	4	5	1550	1660	37	45	94.435600	c
5	1	11	1	4	6	1559	1656	108	87	96.945702	qu
5	1	11	1	4	7	1677	1618	254	85	49.548794	faut
5	1	11	1	4	8	1973	1617	252	83	96.031769	doner
5	1	11	1	4	9	2202	1648	58	49	30.388687	r:
5	1	11	1	4	10	2310	1622	170	127	78.626144	mais
4	1	11	1	5	0	316	1746	2168	143	-1	
5	1	11	1	5	1	316	1777	283	110	44.769230	NET
5	1	11	1	5	2	620	1752	197	137	49.035034	LC
5	1	11	1	5	3	813	1780	117	107	57.189857	24
5	1	11	1	5	4	966	1761	97	82	80.547974	les
5	1	11	1	5	5	1106	1758	69	122	79.069969	pi
5	1	11	1	5	6	1195	1793	78	46	93.223763	us
5	1	11	1	5	7	1329	1746	459	92	86.258980	dereftables
5	1	11	1	5	8	1843	1753	343	79	92.800392	Sorciers
5	1	11	1	5	9	2229	1812	18	33	93.229233	,
5	1	11	1	5	10	2310	1764	174	64	96.337807	font
2	1	12	0	0	0	263	1868	2240	1430	-1	
3	1	12	1	0	0	263	1868	2240	1430	-1	
4	1	12	1	1	0	965	1868	1509	190	-1	
5	1	12	1	1	1	965	1922	239	67	83.655579	ceux,
5	1	12	1	1	2	1236	1894	289	112	89.451836	quiren
5	1	12	1	1	3	1514	1873	321	90	0.000000	ijocentà
5	1	12	1	1	4	1873	1884	247	91	85.468376	Dieu,
5	1	12	1	1	5	2178	1888	41	69	92.849091	&
5	1	12	1	1	6	2257	1868	37	82	97.008545	à
5	1	12	1	1	7	2346	1868	128	190	62.218948	ig
4	1	12	1	2	0	264	1956	2187	255	-1	
5	1	12	1	2	1	264	2021	314	106	88.587189	feruice,
5	1	12	1	2	2	614	2019	351	87	81.274353	ous'ilzn
