token_,count
('comme', 'peut', 'voir'),33
('dit', 'cy', 'deffus'),24
('monftré', 'cy', 'deffus'),21
('dit', 'tite', 'liue'),18
('tire', 'apres', 'foy'),17
('comme', 'auons', 'dit'),14
('comme', 'cas', 'pareil'),13
('cens', 'mil', 'efcus'),13
('cens', 'mil', 'liures'),13
('auons', 'monftré', 'cy'),13
('mil', 'cinq', 'cens'),13
('fept', 'cens', 'ans'),11
('comme', 'dit', 'plutarque'),10
('quatre', 'cens', 'mil'),10
('plus', 'grand', 'nombre'),10
('trois', 'hautes', 'planettes'),10
('quel', 'eftat', 'populaire'),9
('quelque', 'forte', 'foit'),8
('feditions', 'guerres', 'ciuiles'),8
('loüys', 'roy', 'france'),8
('foy', 'hommage', 'lige'),8
('tant', 'foit', 'peu'),7
('plus', 'haut', 'point'),7
('ferons', 'mefme', 'iugement'),7
('ainfi', 'peut', 'voir'),7
('traité', 'fait', 'entre'),7
('fans', 'aller', 'plus'),7
('deux', 'cens', 'mil'),7
('deux', 'cens', 'ans'),7
('trois', 'cens', 'mil'),7
('comme', 'dirons', 'lieu'),7
('encores', 'peut', 'dire'),7
('plus', 'forte', 'raifon'),7
('peut', 'faire', 'fans'),7
('eftat', 'populaire', 'ariftocratique'),7
('plus', 'grands', 'magiftrats'),7
('mil', 'trois', 'cens'),7
('rien', 'plus', 'grand'),6
('non', 'feule', 'ment'),6
('loy', 'dieu', 'nature'),6
('nom', 'colle', 'if'),6
('puiflance', 'vie', 'mort'),6
('comme', 'quelques', 'vns'),6
('comme', 'dit', 'cy'),6
('comme', 'auons', 'monftré'),6
('aller', 'plus', 'loing'),6
('cinq', 'cens', 'mil'),6
('auons', 'dit', 'cy'),6
('roy', 'françois', 'premier'),6
('general', 'chacun', 'particulier'),6
('plus', 'grands', 'princes'),6
('dix', 'fois', 'plus'),6
('remarqué', 'cy', 'deffus'),6
('monftré', 'cy', 'deuant'),6
('changemens', 'ruines', 'republiques'),6
('grand', 'dieu', 'nature'),5
('cft', 'bien', 'certain'),5
('fans', 'forme', 'figure'),5
('deuant', 'fes', 'yeux'),5
('long', 'temps', 'parauant'),5
('deux', 'cens', 'foixante'),5
('enuers', 'contre', 'tous'),5
('ligue', 'offenfiue', 'defenfiue'),5
('fur', 'peine', 'vie'),5
('apres', 'mort', 'roy'),5
('henry', 'roy', 'angleterre'),5
('plus', 'grands', 'feigneurs'),5
('file', 'prince', 'fouuerain'),5
('encores', 'plus', 'eftrange'),5
('charle', 'roy', 'france'),5
('depuis', 'trois', 'cens'),5
('droit', 'ele', 'ion'),5
('dit', 'quele', 'roy'),5
('prince', 'fouuerain', 'peut'),5
('princes', 'villes', 'imperiales'),5
('philippe', 'roy', 'macedoine'),5
('comme', 'peut', 'voiren'),5
('cas', 'pa', 'reil'),5
('quatre', 'cens', 'ans'),5
('long', 'temps', 'apres'),5
