token_,count
('prince', 'souverain', ''),38
('roy', 'france', ''),35
('foy', '', 'hommage'),27
('an', '', 'p'),25
('roy', '', 'angleterre'),25
('empereur', 'charle', ''),22
('', 'empereur', 'charle'),21
('', 'prince', 'souverain'),19
('', 'fil', ''),18
('', 'fieft', ''),17
('', 'roy', 'france'),15
('roys', 'france', ''),14
('pere', '', 'mere'),13
('vie', '', 'mort'),12
('roy', 'françois', ''),12
('', 'non', 'feulement'),11
('', 'cas', 'pareil'),11
('', 'auftriche', ''),11
('roy', 'charle', ''),11
('', 'hommage', 'lige'),11
('neant', '', 'moins'),10
('', 'iln', ''),10
('faire', 'mourir', ''),9
('naples', '', 'sicile'),9
('', 'sujet', 'naturel'),9
('traitez', '', 'alliance'),9
('princes', '', 'empire'),9
('roy', 'loüys', ''),9
('princes', 'souverains', ''),9
('', 'homme', 'lige'),9
('toute', 'republique', ''),8
('', 'bien', 'certain'),8
('puissance', 'souveraine', ''),8
('puissance', 'vie', ''),8
('ro', '', 'mains'),8
('peu', 'peu', ''),8
('bien', 'certain', ''),8
('sujet', 'naturel', ''),8
('', 'tite', 'liue'),8
('tite', 'liue', ''),8
('menu', 'peuple', ''),8
('homme', 'lige', ''),8
('roy', 'macedoine', ''),8
('', 'file', 'prince'),8
('entre', 'princes', ''),7
('enuers', 'enfans', ''),7
('puissance', 'paternelle', ''),7
('peine', 'vie', ''),7
('', 'menu', 'peuple'),7
('villes', '', 'italie'),7
('cy', 'deffus', ''),7
('quelqu', '', ''),7
('', 'cefte', 'caufe'),7
('edits', '', 'ordonnances'),7
('', 'beaucoup', 'moins'),7
('prince', 'fouucrain', ''),7
('philippe', 'valois', ''),7
('loy', 'dieu', ''),6
('', 'char', ''),6
('entr', '', ''),6
('parlement', 'paris', ''),6
('', 'bien', 'fouuent'),6
('', 'chap', ''),6
('', 'canoniftes', ''),6
('princes', 'chreftiens', ''),6
('sujets', '', 'empire'),6
('maifon', 'france', ''),6
('royaumes', 'naples', ''),6
('villes', 'imperiales', ''),6
('traité', 'paix', ''),6
('fauf', '', 'conduit'),6
('dirons', 'lieu', ''),6
('lettres', 'patentes', ''),6
('roys', '', 'angleterre'),6
('', 'estat', 'populaire'),6
('estat', 'populaire', ''),6
('loix', 'ciuiles', ''),6
('', 'princes', 'souverains'),6
('marque', 'fouucraineté', ''),6
('feule', '', 'ment'),5
('', '', 'cores'),5
('corps', '', 'colleges'),5
('corps', '', 'college'),5
('', 'college', ''),5
('puissance', 'commander', ''),5
('', 'auquel', 'cas'),5
('loix', 'diuines', ''),5
('beau', '', 'coup'),5
('quelque', 'forte', 'foit'),5
('forte', 'foit', ''),5
('laloy', 'dieu', ''),5
('roy', 'perle', ''),5
('', 'celte', 'cause'),5
('', 'euft', 'efté'),5
('', 'ain', ''),5
('peuple', 'romain', ''),5
('', 'anm', ''),5
('termes', 'droit', ''),5
('', 'long', 'temps'),5
('', '', 'ftoyent'),5
('bourgeois', 'romains', ''),5
('iurifdi', '', 'tion'),5
('', '', 'enfuit'),5
('prote', '', 'tion'),5
('mil', 'efcus', ''),5
('', 'teur', ''),5
('roy', 'romains', ''),5
('prin', '', 'souverain'),5
('', 'quelque', 'forte'),5
('offenfiue', '', 'defenfiue'),5
('capitaine', 'chef', ''),5
('', 'poids', ''),5
('', 'eglife', 'romaine'),5
('eglife', 'romaine', ''),5
('', 'alliance', 'entre'),5
('traité', '', 'alliance'),5
('', 'épire', ''),5
('duché', 'milan', ''),5
('', 'entrele', 'roy'),5
('parle', 'peuple', ''),5
('', 'roy', 'charle'),5
('', 'dirons', 'lieu'),5
('roy', '', 'arragon'),5
('garder', 'loix', ''),5
('couronne', 'france', ''),5
('an', '', 'gleterre'),5
('', 'gleterre', ''),5
('faire', 'loy', ''),5
('duc', 'milan', ''),5
('lige', 'pape', ''),5
('prerogatiue', '', 'honneur'),5
('marques', 'souveraineté', ''),5
('fin', 'principale', ''),4
('droit', 'gouuernement', ''),4
('ij', 'republique', ''),4
('', 'moindre', 'partie'),4
('mil', 'citoyens', ''),4
('dieu', '', 'nature'),4
('quelque', 'chofe', ''),4
('', 'couftumes', 'pays'),4
('couftumes', 'pays', ''),4
('puissance', '', 'autruy'),4
('', 'pourle', 'regard'),4
('', 'tousles', 'peuples'),4
('termes', '', 'droit'),4
('puissance', 'mari', ''),4
('', '', 'orité'),4
('', 'celte', 'caufe'),4
('iufte', 'caufe', ''),4
('anciens', 'romains', ''),4
('enfans', 'adoptez', ''),4
('honneur', '', 'vertu'),4
('', 'puissance', 'paternelle'),4
('', 'empire', 'romain'),4
('empire', 'romain', ''),4
('', 'empereur', 'adrian'),4
('', 'trouua', 'fort'),4
('', 'trancher', 'tefte'),4
('auons', '', 'exemple'),4
('', 'enfans', 'adoptez'),4
('droit', '', 'commun'),4
('faute', '', 'enfans'),4
('france', 'duc', ''),4
('', 'file', 'roy'),4
('', 'celuy', 'quia'),4
('cens', 'ans', ''),4
('contre', 'nature', ''),4
('vray', '', 'femblable'),4
('', 'ncant', ''),4
('ncant', '', 'moins'),4
('', 'futle', 'premier'),4
('', 'euft', 'peu'),4
('bié', 'certain', ''),4
('', 'cx', ''),4
('royaume', 'naples', ''),4
('depuis', '', 'an'),4
('dira', 'quelqu', ''),4
('', 'trois', 'cens'),4
('cefte', 'caufe', ''),4
('sujets', '', 'autruy'),4
('', 'eftoyent', 'citoyens'),4
('eftoyent', 'citoyens', ''),4
('', 'droit', 'commun'),4
('bourgeois', 'romain', ''),4
('', 'empereur', 'auguste'),4
('', 'bien', 'vray'),4
('souveraine', '', 'té'),4
('souverain', '', 'bien'),4
('', 'quoy', 'die'),4
('duc', 'sauoye', ''),4
('', 'efcofle', ''),4
('', 'duché', 'milan'),4
('', 'roy', 'françois'),4
('', 'cas', 'femblable'),4
('traicté', '', 'alliance'),4
('', 'quand', 'dy'),4
('maifon', '', 'auftriche'),4
('roy', 'defrance', ''),4
('', 'entre', 'princes'),4
('affaires', '', 'estat'),4
('roy', '', 'afie'),4
('estats', '', 'empire'),4
('', 'villes', 'imperiales'),4
('fix', 'mois', ''),4
('pape', 'clemét', ''),4
('loüys', '', 'roy'),4
('roy', 'frâce', ''),4
('roy', '', 'efpaigne'),4
('roy', 'charles', ''),4
('', 'roy', 'macedoine'),4
('roy', 'caftille', ''),4
('ducs', 'milan', ''),4
('', 'amitié', 'perpetuelle'),4
('roy', 'naples', ''),4
('con', '', 'tre'),4
('entre', 'mains', ''),4
('toutesfois', '', 'empereur'),4
('pou', '', 'uoit'),4
('file', 'prince', 'souverain'),4
('cy', 'deflus', ''),4
('souverain', '', 'come'),4
('certain', 'temps', ''),4
('', 'alphons', 'roy'),4
('toute', 'puissance', ''),4
('', 'lettres', 'patentes'),4
('bon', 'femble', ''),4
('puissance', 'loix', ''),4
('senat', '', 'peuple'),4
('tiennent', 'foy', ''),4
('pape', 'innocent', ''),4
('', 'àla', 'charge'),4
('', 'roys', 'france'),4
('', 'eglife', 'rome'),4
('eglife', 'rome', ''),4
('marque', 'souveraineté', ''),4
('', 'auoyent', 'force'),4
('bien', 'ordonnee', ''),3
('moyens', '', 'paruenir'),3
('ceftuy', '', 'là'),3
('faire', 'proces', ''),3
('homme', 'bien', ''),3
('bien', '', 'particulier'),3
('choses', 'naturelles', ''),3
('souverain', 'bien', ''),3
('', 'toute', 'republique'),3
('demeurent', '', 'accord'),3
('', 'rans', ''),3
('', 'elles', 'foyent'),3
('com', '', 'bien'),3
('per', '', 'petuel'),3
('', 'iceux', ''),3
('', 'faut', 'donc'),3
('fource', '', 'origine'),3
('', 'cinq', 'cens'),3
('', 'foubs', 'puissance'),3
('', 'etpour', 'celte'),3
('', 'droit', 'gouuernement'),3
('', 'aufli', 'bien'),3
('', 'neté', ''),3
('', 'schunits', ''),3
('', 'oul', ''),3
('femmes', '', 'enfans'),3
('quoy', '', 'die'),3
