document,term,tfidf
Discours des raisons_corrected_stemmed,mémoir,0.24822826897305142
Discours des raisons_corrected_stemmed,roy,0.22511876006965853
Discours des raisons_corrected_stemmed,estat,0.1388353026490745
Discours des raisons_corrected_stemmed,bien,0.1258033637958803
Discours des raisons_corrected_stemmed,homm,0.11648459610729658
Discours des raisons_corrected_stemmed,libert,0.11360379276886086
Discours des raisons_corrected_stemmed,péril,0.10654267663390912
Discours des raisons_corrected_stemmed,victoir,0.10548923614251367
Discours des raisons_corrected_stemmed,paix,0.1015984855229224
Discours des raisons_corrected_stemmed,subject,0.10119673272310195
Discours des raisons_corrected_stemmed,guerr,0.10109880553344033
Discours des raisons_corrected_stemmed,bataill,0.09737467951616646
Discours des raisons_corrected_stemmed,don,0.0952357342448513
Discours des raisons_corrected_stemmed,capitul,0.09274169004212297
Discours des raisons_corrected_stemmed,chos,0.09095941321427523
Discours des raisons_corrected_stemmed,dieu,0.0885440034585623
Discours des raisons_corrected_stemmed,mal,0.0885282930415454
Discours des raisons_corrected_stemmed,voir,0.08602445181782042
Discours des raisons_corrected_stemmed,esprit,0.08555496196572056
Discours des raisons_corrected_stemmed,estranger,0.08523414130712731
Discours des raisons_corrected_stemmed,princ,0.08386777335928455
Discours des raisons_corrected_stemmed,peupl,0.08362489215530884
Discours des raisons_corrected_stemmed,droict,0.07373524441527464
Discours des raisons_corrected_stemmed,majest,0.07129580163810047
Discours des raisons_corrected_stemmed,plustost,0.07062258498541758
Discours des raisons_corrected_stemmed,peult,0.06941765132453726
Discours des raisons_corrected_stemmed,chacung,0.06917362270149108
Discours des raisons_corrected_stemmed,ennem,0.06837941938857389
Discours des raisons_corrected_stemmed,nécess,0.06835186182344154
Discours des raisons_corrected_stemmed,disciplin,0.0671954854586552
Discours des raisons_corrected_stemmed,naturel,0.06620394197412807
Discours des raisons_corrected_stemmed,donc,0.06568627794036923
Discours des raisons_corrected_stemmed,ser,0.06407783199188055
Discours des raisons_corrected_stemmed,moyen,0.06223538798871462
Discours des raisons_corrected_stemmed,servilius,0.062014579376877745
Discours des raisons_corrected_stemmed,bon,0.06179730668578862
Discours des raisons_corrected_stemmed,dont,0.0606592833200642
Discours des raisons_corrected_stemmed,vray,0.060384103405387274
Discours des raisons_corrected_stemmed,enfan,0.05884794842144717
Discours des raisons_corrected_stemmed,enver,0.05884794842144717
Discours des raisons_corrected_stemmed,serv,0.05884794842144717
Discours des raisons_corrected_stemmed,salut,0.05680189638443043
Discours des raisons_corrected_stemmed,peu,0.05591260613150236
Discours des raisons_corrected_stemmed,combattr,0.05587086488011197
Discours des raisons_corrected_stemmed,extresm,0.05587086488011197
Discours des raisons_corrected_stemmed,couron,0.05531372660280701
Discours des raisons_corrected_stemmed,sang,0.05492867721088034
Discours des raisons_corrected_stemmed,just,0.053162559196010074
Discours des raisons_corrected_stemmed,deffianc,0.052995251452641695
Discours des raisons_corrected_stemmed,loy,0.052244014343061536
Démonomanie Repair_corrected_stemmed,sorci,0.547180082063205
Démonomanie Repair_corrected_stemmed,diabl,0.2458387552981461
Démonomanie Repair_corrected_stemmed,dieu,0.235124160235612
Démonomanie Repair_corrected_stemmed,sathan,0.20600819436852671
Démonomanie Repair_corrected_stemmed,sorc,0.20472864036623775
Démonomanie Repair_corrected_stemmed,bien,0.1065283153386186
Démonomanie Repair_corrected_stemmed,malin,0.10444780718091458
Démonomanie Repair_corrected_stemmed,esprit,0.09442675767885453
Démonomanie Repair_corrected_stemmed,chos,0.08678371225851461
Démonomanie Repair_corrected_stemmed,foit,0.08433224306755469
Démonomanie Repair_corrected_stemmed,mort,0.08229065954341507
Démonomanie Repair_corrected_stemmed,homm,0.07825866531348358
Démonomanie Repair_corrected_stemmed,iug,0.07771794949362883
Démonomanie Repair_corrected_stemmed,fort,0.07330780067372575
Démonomanie Repair_corrected_stemmed,verit,0.07224306663346591
Démonomanie Repair_corrected_stemmed,dir,0.0668836160098276
Démonomanie Repair_corrected_stemmed,ensan,0.0626981461121603
Démonomanie Repair_corrected_stemmed,void,0.05984838612127153
Démonomanie Repair_corrected_stemmed,brûl,0.058859484105293354
Démonomanie Repair_corrected_stemmed,hebrieux,0.05792436922331725
Démonomanie Repair_corrected_stemmed,ange,0.056758928703593226
Démonomanie Repair_corrected_stemmed,neantmoin,0.053741135288147585
Démonomanie Repair_corrected_stemmed,confess,0.05348563776481315
Démonomanie Repair_corrected_stemmed,loy,0.053259097870369525
Démonomanie Repair_corrected_stemmed,moyen,0.0527786658225252
Démonomanie Repair_corrected_stemmed,presompt,0.05246171409384842
Démonomanie Repair_corrected_stemmed,iour,0.05222390359045729
Démonomanie Repair_corrected_stemmed,preuv,0.052040079987385766
Démonomanie Repair_corrected_stemmed,mot,0.0505415264022859
Démonomanie Repair_corrected_stemmed,fil,0.047896315090803505
Démonomanie Repair_corrected_stemmed,naturel,0.047896315090803505
Démonomanie Repair_corrected_stemmed,encor,0.047279797524188476
Démonomanie Repair_corrected_stemmed,divin,0.04723259331906828
Démonomanie Repair_corrected_stemmed,diabol,0.04703225024023355
Démonomanie Repair_corrected_stemmed,doit,0.04636906130881161
Démonomanie Repair_corrected_stemmed,com,0.04593941963886378
Démonomanie Repair_corrected_stemmed,cas,0.04431199801689263
Démonomanie Repair_corrected_stemmed,prophet,0.04408951221153517
Démonomanie Repair_corrected_stemmed,fill,0.0437447271927701
Démonomanie Repair_corrected_stemmed,mour,0.04296461359969388
Démonomanie Repair_corrected_stemmed,efté,0.04216612153377734
Démonomanie Repair_corrected_stemmed,aufl,0.04215251693293662
Démonomanie Repair_corrected_stemmed,malad,0.0419233143033741
Démonomanie Repair_corrected_stemmed,veu,0.04151396855782403
Démonomanie Repair_corrected_stemmed,corp,0.0414293575724422
Démonomanie Repair_corrected_stemmed,escriptur,0.04094572807324755
Démonomanie Repair_corrected_stemmed,humain,0.040927103420081434
Démonomanie Repair_corrected_stemmed,diet,0.04090872447919154
Démonomanie Repair_corrected_stemmed,crim,0.040091807729569516
Démonomanie Repair_corrected_stemmed,pourquoy,0.040091807729569516
Harangue - Fontainebleau_corrected_stemmed,général,0.24113452553895456
Harangue - Fontainebleau_corrected_stemmed,état,0.18347430194142192
Harangue - Fontainebleau_corrected_stemmed,guis,0.15443376461858838
Harangue - Fontainebleau_corrected_stemmed,convoc,0.14981703822024128
Harangue - Fontainebleau_corrected_stemmed,national,0.14159438254153772
Harangue - Fontainebleau_corrected_stemmed,estat,0.1290012647168085
Harangue - Fontainebleau_corrected_stemmed,soulag,0.12802782333039592
Harangue - Fontainebleau_corrected_stemmed,royaum,0.12616426813032094
Harangue - Fontainebleau_corrected_stemmed,harangu,0.12223734262554162
