token_,count
('réformation', 'justice'),17
('aujourd', 'huy'),6
('tous', 'jours'),6
('advocats', 'procureurs'),5
('bien', 'souvent'),5
('despends', 'dommaiges'),4
('leurs', 'propres'),4
('bénéfice', 'inventaire'),4
('cy', 'dessus'),3
('blois', 'article'),3
('maulvaise', 'cause'),3
('tous', 'despends'),3
('ordonnance', 'orléans'),3
('deffense', 'judges'),3
('procez', 'escript'),3
('propres', 'privez'),3
('privez', 'noms'),3
('pauvre', 'peuple'),3
('grand', 'abbus'),3
('multitude', 'longueur'),3
('longueur', 'procez'),3
('addition', 'refuge'),3
('quoy', 'remesdier'),3
('gens', 'bien'),3
('eulx', 'mesmes'),3
('leurs', 'biens'),3
('trois', 'mois'),3
