token_,count
('réformation', 'justice'),23
('toutes', 'sortes'),8
('non', 'seulement'),8
('bien', 'plus'),6
('plus', 'grand'),6
('faire', 'justice'),6
('eulx', 'leurs'),5
('louable', 'mémoire'),4
('leurs', 'subjects'),4
('bien', 'souvent'),4
('soy', 'mesme'),4
('bon', 'sens'),4
('sans', 'craincte'),4
('plusieurs', 'aultres'),4
('prince', 'soubverain'),4
('plus', 'grands'),3
('honneur', 'dieu'),3
('tel', 'estat'),3
('ordre', 'désordre'),3
('tout', 'homme'),3
('selon', 'portée'),3
('plus', 'grande'),3
('sans', 'faveur'),3
('faveur', 'sans'),3
('toutes', 'aultres'),3
('plus', 'forts'),3
('fault', 'tenir'),3
('tout', 'mesme'),3
('grands', 'monde'),3
('tous', 'aultres'),3
('bon', 'prince'),3
('in', 'justice'),3
('aultres', 'affaires'),3
('long', 'temps'),3
('entre', 'aultres'),3
